Date,CHRW,ZION,T,AMG,CCL,HSY,FOX,WDC,TEL,PXD,CERN,CSCO,UAA,FIS,ALLE,KSU,EFX,REG,PG,TMK,UNP,ANTM,AZO,URI,GIS,IP,MGM,FLR,CBG,RSG,QCOM,HSIC,MYL,TROW,CTL,SEE,GILD,ORCL,SCHW,PPL,REGN,FOXA,SRE,CBOE,HBI,MLM,EOG,HP,AMGN,V
2016-01-05,0.027188978533195796,-0.01085712155802443,0.006986987568863068,-0.00807760668899804,-0.009593993136727375,-0.0036367847177882773,-0.00037579618055472164,-0.004304750963882276,-0.0026795966748763833,0.006594292720375039,-0.0013754814305363405,-0.0045437108693525685,0.006151116939436818,0.006342924119782989,-0.0010845900279280452,0.0035269722635127287,0.00603021045904395,0.019544026997595942,0.003190060516830906,0.012251357833269028,-0.009623751522803814,0.01458227203213025,0.004595645145908378,-0.01003390305161378,-0.004524798113056394,0.008494968262080294,0.022471857353790536,-0.019492857733392266,0.008800205338808986,0.016226286738190154,-0.01955310088213913,0.003413628883690345,0.015202721756808035,0.0041316463040586004,-0.004778987620823183,0.009758190498190489,0.012753834107008366,-0.0030770249104846714,-0.0031270080092626884,0.010688944039718873,-0.014654877893443885,0.0,0.011912346446181,-0.013908420432702795,0.02493178646635119,-0.019365214066727976,0.006458244122850898,-0.011443158385057717,-0.0010735241768390358,0.0075297876170414835
2016-01-06,-0.0048842785175648995,-0.02914460810909769,-0.0014658742957764925,-0.04394751690524745,-0.002980710084530047,0.0006845622908855375,-0.0037594131455807034,-0.022281352371700258,-0.018808318792248868,-0.07206193388905913,-0.007920161572997242,-0.010650411463994702,-0.0034934496944866167,-0.01841113585709664,-0.026217883338669368,-0.045958401237202184,-0.007991944125378181,0.005808817742803507,-0.009666927808800296,-0.019294882781389577,-0.043216843826289764,-0.02442654485900697,-0.01307415910471832,-0.04782306718816287,-0.008216951489863344,-0.01579371385802475,-0.01582422509369208,-0.027362092236102753,-0.04303573838429031,0.0034214965140320075,-0.01017500594901799,-0.010141780992686922,-0.013496006655574155,-0.02241782521545188,-0.010804319815785557,-0.015646426157175708,0.010477529219326653,0.005050388546085083,-0.034190673879568534,-0.003231726283147718,0.020629432930716396,0.004889092004432882,-0.024286804510998072,-0.010142607514668556,-0.0023325849444766344,-0.025153868679461344,-0.04006856187906971,-0.0575056392690555,-0.009167516993200397,-0.013111145119069079
2016-01-07,-0.00110823936827531,-0.030019594976456787,-0.016147900188069664,-0.06036639217672479,-0.021113531279449815,-0.023139250633746666,-0.021886847079851002,-0.01649663406748436,-0.05299610969165447,0.0023245233786395314,0.000867736911970507,-0.023068182211374855,-0.023413070654486723,0.0001689071928721031,-0.02883554842115088,-0.019977534503801686,-0.036070670055326604,-0.009240141636742472,-0.008733653288051202,-0.01681272507999476,-0.023386345536698827,-0.01712757258720443,0.009270446912718944,-0.06506740922342169,-0.02096266468343444,-0.029419585670642068,-0.07905305905293036,-0.022417610461807902,-0.05591005773321167,0.0036372421073760375,-0.05139798261838213,-0.01647109721271911,-0.032796101334405914,-0.026705483602761926,-0.020226576986634326,-0.03155677276837021,-0.0403787793629633,-0.021775447768382805,-0.05228959925867571,-0.011494180599079695,-0.033726013849465275,-0.03106286531076463,-0.05434787028497712,0.006404026319013489,0.01670007467825041,-0.0020797218021124664,-0.027629246936384133,-0.03902538277274137,-0.02386443970072294,-0.01966256326918414
2016-01-08,0.0004754391709493877,-0.011253980044274359,0.0008951474932168413,-0.034316511228623336,-0.006489787823768967,-0.009101463204930327,0.00038583963396199294,-0.042192621497369465,-0.010886125468657193,-0.004981936359992001,0.018553910822053377,-0.02479336229486062,-0.038461538461538436,-0.017908260098299156,-0.01952088222371684,0.00809596484606745,-0.028967739144152405,-0.008598295167739578,-0.015677430618979082,-0.010005422942341857,0.010672974446569228,-0.024366665148528033,-0.03247462265008716,-0.008819756112576016,0.0032661410866154927,-0.010746723584617146,-0.00630463540194004,-0.02585423485331262,-0.011264917927261031,-0.00045301052577439993,-0.005635082807411318,-0.009164633865162863,-0.0424336941981458,-0.02535024154264942,-0.01032211843019415,-0.0014483595546705974,0.0020778175163285173,-0.011130115940449437,-0.006168804707977205,-0.0044724282044938946,-0.02047971588237596,0.0,0.009540230732130395,-0.004931626822236135,-0.04730618418315835,-0.026474307237335903,0.0009164323626678073,-0.014636374808819408,-0.014838269881041533,-0.012332341696338678
2016-01-11,-0.02170458460851632,-0.019918722611641848,0.012224198520297769,0.011994309293501093,0.03631126888780756,-0.007889804494694008,0.0026995586857967435,-0.04675939885507252,-0.003955421825276528,-0.020113899540782354,-0.02519584524358709,0.019773932277224127,-0.06720000000000004,0.013934162581990206,-0.004684642182228638,0.0005735019911619066,-0.004010130094183717,0.005879577326591834,0.009213947500996023,0.00036757451743874014,0.012862296081119995,-0.028532510887116724,0.00931101876052809,-0.01375185222857378,0.011213607615197185,0.01392746838934511,0.01659344638097937,-0.034618140941277575,-0.020507780615487747,0.008384267887121544,0.004141204890115713,-0.02595151751332858,0.0016188183577021675,-0.0053549587007386545,0.00625790575969476,-0.001450261646166573,0.0005183665877810384,0.008369364122012612,-0.008965397803586517,0.014974775536965357,-0.02208750844983043,-0.0003862828330002399,0.021177244596537026,0.011191151598965554,0.051379247392612015,-0.011099507209135662,-0.028235581749760597,-0.043095904021662856,-0.020038548040501647,0.014269938656137793
2016-01-12,0.019918899701578674,-0.004147608664492153,-0.0014726528983520781,0.003901663858595583,0.013718917965027666,0.00902070516388953,0.017692314372146134,-0.008333170943583323,0.009323222069736792,-0.0023787278738152118,0.033182013034649405,0.0031659352959854115,0.03130363064608366,0.017814798310183066,0.010421908201543983,0.021499403999804656,0.005794156444294485,-0.0049685990942763825,-0.002086710526648994,0.003490002550563087,0.01951614533783297,0.05640362304104807,0.014331614425325157,0.005249343918132254,0.008227470840023843,-0.001373723691702633,0.014402252447362374,0.013626580294743507,0.007976071784645988,0.003595556891289986,0.009767771464172625,0.00047815274004214814,0.011919191919191885,0.02614968629638037,-0.029850641732415695,0.008714555982354044,0.006217571894026497,0.01230670541376,0.01739744095255502,-0.010032685779220896,-0.012145908895175972,0.020865509572492114,-0.008362189755674154,0.006482065653007796,0.0042637021977254275,0.025895766216034177,-0.011779496151326785,0.006339984480153715,0.0209899940846221,0.011363855428725644
2016-01-13,-0.004604678066664203,-0.04664719263612904,-0.004719803613397189,-0.03820486260370248,-0.042062868109370655,-0.016586345829098348,-0.024565420332565147,-0.04526361539545254,-0.02309266664782028,0.008477596522827424,-0.014029716024340666,-0.029585831827569686,-0.003880803773227859,-0.014502405682694008,-0.021627082996300673,-0.04083071621947687,-0.013474041221179012,-0.009692977676531322,-0.00862641143601739,-0.02031843028277347,-0.03172949503403366,-0.010766811457479597,-0.03400592373017364,-0.05776757600795657,-0.018981755189171556,-0.008252990475008715,-0.05253189762039001,-0.01721701661159669,-0.04088361358391024,-0.01880886323143649,-0.009028484202518894,-0.012154305555597378,-0.023956897584348158,-0.02758193626239669,-0.016239443835519674,-0.021598270114441043,-0.04696183368015738,-0.03647133333240027,-0.05232578002559407,-0.0014903328385131864,-0.03244347897410804,-0.020439038616585248,0.014616556324793306,-0.014922910663184186,-0.02808628104435318,-0.039699831292214216,0.022596945025955995,-0.02368015011060909,-0.03534728772903628,-0.02220446090976458
2016-01-14,0.0070186780286738415,0.0043685796256631715,0.016597454241426224,0.005032046583514749,-0.008400226371366726,0.011603109791447963,0.037582454181253055,-0.014803004967419597,0.005778286204850991,0.015411507565770588,-0.0024001884999078626,0.002438990610402314,-0.027828022044579903,0.01995941348383723,0.02414566476200264,0.0008777718241597121,0.02395096593685553,-0.003114179062166489,0.003955232145784748,0.007286944065969525,0.02125942259088709,0.029521359375179523,0.011942591389787927,-0.010391461365034105,0.0009041357723726939,0.013592361047780388,0.01248745903826265,0.009839468328137979,0.013062873839807532,0.011182353504898046,0.03535801988064935,0.013409843276558364,0.03702192753164102,0.010944969490747969,0.037793200968612384,0.013490318612455976,0.00518695786307255,0.020833334594510422,0.014796126173637125,0.019701463206490022,0.04245268338410102,0.02627512284535838,0.029920291903155816,0.008611094170307254,0.004032395019514912,0.005940860943976389,0.016986125974319588,0.03760563509923465,0.052935826208367676,0.009575944074731169
2016-01-15,0.006811335887222825,-0.02827317127502582,-0.009037768640978383,-0.02746175102955939,-0.04062374148049619,-0.014780898077888183,-0.022778315160160045,-0.04081199515060552,-0.04108635121632864,-0.024318634211711432,-0.02440280158794983,-0.04217362945012748,-0.01774730162452265,-0.03051416469378354,-0.025734671529868747,-0.011107769640101739,-0.005799399173342601,0.007140731000467193,-0.015364505002744,-0.017807433596410127,-0.017369506834868154,-0.022519970471392425,-0.011043902226545166,-0.03920190828144754,-0.01102068888412111,-0.003284220920094061,-0.0202268428447836,-0.0030894078397969427,-0.017984323650638845,-0.023471176256866233,-0.04001669443697764,0.0007503035263622948,-0.019526666281525218,-0.009606706409848398,-0.025115091410441104,-0.009196461009709944,-0.012685576855701486,-0.019258435457671252,-0.039117942348331325,-0.025468183220822116,-0.03366864706874095,-0.017319225870826904,-0.010221579393315361,0.009011850047813352,-0.027777762100136605,0.008737061998132178,-0.0350904502716165,-0.03173905164296642,-0.012144379885375978,-0.02669377573694509
2016-01-19,0.0015734526454318498,-0.017904897231747152,0.015298388225740478,0.0031980955282999712,-0.0152519649254933,0.015482636677852879,0.015666891815157236,-0.01672321743575722,0.005446618451084628,-0.013434672482706467,-0.006693693852386828,0.009737626230210239,-0.022147720301550988,0.004276462984412754,-0.011417893999734474,-0.02630820206515483,0.009722024105277782,0.024963085980393984,0.02333948679647868,-0.0015109244905626706,-0.00013490516011527287,0.013778856779107063,0.015566069977098751,-0.01639347845561101,0.012422225477587645,-0.021416878483845547,-0.011581197187968462,-0.018593743078332947,-0.013130683720432357,0.01109312487395897,0.005892662429153095,0.011109623621733622,0.010259545569494044,0.009391880467017444,-0.0030056562521324492,-0.024181790811372728,-0.021123536624696126,0.012602468674771217,-0.01887491734723301,0.010213313749545483,-0.03440981226284101,0.009961719087692389,0.005544009607639788,0.0,-0.017900172654096158,-0.04410931337278423,-0.03160230721865631,-0.04429687356075929,0.0,-0.006125459807250988
