user_id,visit_time
943647ef-3682-4750-a2e1-918ba6f16188,2017-04-07 15:14:00
0c3a3dd0-fb64-4eac-bf84-ba069ce409f2,2017-01-26 14:24:00
6e0b2d60-4027-4d9a-babd-0e7d40859fb1,2017-08-20 08:23:00
6879527e-c5a6-4d14-b2da-50b85212b0ab,2017-11-04 18:15:00
a84327ff-5daa-4ba1-b789-d5b4caf81e96,2017-02-27 11:25:00
7bc62113-d51d-4e6b-85e0-1cf29e3de74a,2017-06-03 20:05:00
6f22cd44-bc63-4449-a9af-2651859da2f9,2017-03-18 23:09:00
49a6399b-c095-4e42-92eb-af90abe2bb6a,2017-01-10 12:09:00
653c095d-fd74-40dd-ae3b-5a69a2613629,2017-06-27 19:21:00
3d9fdac1-aae3-4a01-b448-934d12047468,2017-09-24 06:43:00
1955acc9-5228-4277-beed-fd23f0f355b3,2017-04-20 23:01:00
a627ba57-b34d-4166-8b78-1ff3f46f5478,2017-08-11 13:41:00
10d5a3e0-1d72-4bea-9670-f0f0234d6e48,2017-02-26 10:09:00
0c1fa5fe-27c1-4e1f-b353-26a428da2832,2017-07-04 09:56:00
486480e2-98c3-4d51-8f4b-b1c07228ce84,2017-01-27 16:34:00
2f954f3f-e621-4be2-9d3f-e9dc8afe38dd,2017-10-19 03:22:00
7a3030d1-37a4-4ed1-a410-84f50f991903,2017-09-05 18:27:00
d8b14a61-cc64-4e56-be6e-cd8d3b35eece,2017-08-22 15:55:00
a9e73e1a-0fd1-4514-b163-03a76a216069,2017-04-02 06:40:00
335fe581-92e1-4f3c-a5f4-2600f50007a9,2017-11-08 14:39:00
50840100-eccb-44f7-b3f1-c7a108456603,2017-09-27 10:17:00
d1e1de15-8eda-4b63-a584-5d205d32544e,2017-02-16 22:10:00
0a761369-3fed-4eb9-a14a-dd4e0f0e1741,2017-02-03 15:31:00
c190b70e-ff9f-4e76-bfb9-eb9a5e54a7e7,2017-08-11 09:27:00
c02a4dbb-8e6e-4296-b73b-4e8896f7ab35,2017-05-13 11:25:00
d798d0a0-cf1a-4f08-aec8-454d60ef8330,2017-11-11 14:49:00
38a610b6-3734-448a-a352-531c7a7a55e8,2017-07-23 23:05:00
b5e01ff4-73dc-4e02-ab93-a635918099c6,2017-07-26 18:07:00
5b64bd11-749b-42bf-abe8-babddfa1c085,2017-07-25 07:03:00
aaef3da8-662f-424d-9a72-f0eb6063c508,2017-07-26 09:46:00
7f57132e-1368-4b4a-87d2-2cd3218710c3,2017-04-14 19:20:00
1868e912-b38c-4ef0-8824-5665c42288e5,2017-03-17 11:48:00
4d4396f0-63d8-4a7a-8bf1-1229725ab8bd,2017-09-27 23:45:00
581f5615-178c-46f5-bc88-eaec0fe7d2b2,2017-07-15 15:56:00
14179b52-57c8-4892-90aa-85673ee330fe,2017-02-19 07:34:00
3419b0c0-5aef-469f-afcf-f1464388fa33,2017-01-15 02:27:00
9247d041-4e89-4aaf-9cdf-ea10fc120ef4,2017-11-10 21:44:00
6d11f38d-03f5-486e-a62d-e05a2e39786b,2017-09-15 16:08:00
b588b160-830a-4b1e-bbe2-5e0f4755c7fd,2017-08-05 19:37:00
f8ed4a4e-c731-4d41-9533-2bce5b6be6d0,2017-07-14 14:58:00
08ea3430-6981-4cff-9ad0-c86584ea7360,2017-09-02 19:51:00
6943839c-b050-4e08-b636-3b68c3cdcddd,2017-02-15 10:28:00
9550c802-6506-4dfe-bbe6-f3a69783217e,2017-01-04 09:28:00
ccae2d88-5b2c-40ff-9d93-c2f52b4ab575,2017-06-08 15:17:00
34238bb6-e037-4354-8121-8749ec58ef32,2017-08-24 19:12:00
f18654b0-98f4-4f65-a7c1-905c4bd4a16c,2017-03-05 03:03:00
f71475c2-5da3-445d-8b0e-5ab281fb655d,2017-11-22 11:28:00
27356916-b752-4b95-bc8c-f5901d0da968,2017-04-27 12:34:00
3ccdaf69-2d30-40de-b083-51372881aedd,2017-01-08 20:21:00
408b340c-5ae3-4d33-bcae-a70ffbff9030,2017-04-18 10:50:00
00fcfb4d-64af-4dd6-a718-79aaae692e23,2017-05-21 06:33:00
afb03232-a95e-4ae7-b0d7-5fe0dc24b187,2017-06-11 11:21:00
f841cfcb-96fa-4ed1-b391-97fa72b54a8c,2017-06-11 07:20:00
dc5d8fe9-3321-4c86-b66d-7c343decdc4a,2017-09-13 13:06:00
3b87e288-f816-4eda-b988-dc635c61d314,2017-06-08 13:22:00
439baaee-a5b1-435f-924d-45a87f9c6d17,2017-08-26 12:11:00
fd80ce93-ae6e-4c0b-9ea4-561f84152026,2017-06-07 01:12:00
cd005927-6d05-4a72-a4e8-393c65f55756,2017-10-24 18:56:00
f1ec21e4-6571-4098-af3c-52146ab0c0ab,2017-11-25 04:06:00
0ce16aaf-79f6-4501-923d-3861a3abdedb,2017-05-27 06:05:00
b8cdce79-66ca-4f12-b661-1543b7d92971,2017-05-08 20:25:00
c986009e-cdff-43ba-99a8-5d452f9ea397,2017-11-05 22:49:00
3efd3f6c-4ddc-4282-9b68-8fbff79824f7,2017-08-27 14:41:00
4cb61b21-f7ba-4607-bebd-e1beba2394b0,2017-05-17 16:27:00
ab0125fc-9493-4f59-ad70-24ad264a3a0c,2017-11-18 03:21:00
